Index,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,ID
24442,Bomma Blockbuster,2020,-,-,-,Drama            ,telugu,tt13304584
24443,Jina Sikho,1946,-,-,-,-,hindi,tt0419859
24444,7/G Rainbow Colony,2004,186 min,7.8,"2,212","Drama, Romance            ",tamil,tt0439418
24445,Muniyandi Vilangiyal Moonramandu,2008,141 min,4.4,14,"Drama, Romance            ",tamil,tt6449240
24446,Aakhri Nishan,1958,-,-,-,Drama            ,urdu,tt1610995
24447,Nepoliyan,1994,-,-,-,Action            ,hindi,tt4978920
24448,Oru Cinema Kadha,2011,17 min,-,-,"Short, Comedy            ",malayalam,tt10804114
24449,Sadaa Nee Premalo,,-,-,-,-,telugu,-
24450,Dhyey,2021,-,-,-,Romance            ,hindi,-
24451,Mazhayethum Munpe,1995,138 min,7.4,598,"Drama, Romance            ",malayalam,tt0271636
24452,Yenda Thalaiyila Yenna Vekkala,2018,-,5.5,39,Drama            ,tamil,tt8011296
24453,Pyari Dulhaniya,1989,-,-,-,Drama            ,hindi,tt2737238
24454,Udhyamam,1990,-,-,-,Action            ,telugu,tt0779769
24455,Police Wala,1993,155 min,3.8,11,Romance            ,hindi,tt0363896
24456,Munna Michael,2017,140 min,3.3,"2,937","Action, Drama, Music            ",hindi,tt6117702
24457,Badnam,1966,123 min,6.3,7,Drama            ,urdu,tt2083140
24458,Madhuman,1981,-,-,-,-,hindi,tt0385851
24459,Highway,II 2014,110 min,6,135,Drama            ,bengali,tt4594050
24460,Anokhe Amar Shaheed Baba Deep Singh Ji,2006,154 min,6.6,9,History            ,punjabi,tt1372719
24461,Alibabhavum Narpathu Thirudargalum,1956,160 min,7.4,86,"Adventure, Drama, Fantasy            ",tamil,tt0317069
24462,Ram Ram Pahune,1950,122 min,-,-,-,marathi,tt0251962
24463,Desh Devi,2002,150 min,-,-,Drama            ,hindi,tt0824309
24464,Nigahen,1991,-,3.3,9,-,punjabi,tt0493809
24465,Main,2012,-,-,-,Drama            ,urdu,tt9093120
24466,Mashooka,1953,-,-,-,Romance            ,hindi,tt0414264
24467,Paulwaat,2011,-,-,-,Drama            ,marathi,tt9230398
24468,Dehati Disco,2021,-,-,-,"Comedy, Musical            ",hindi,-
24469,Aarattu,1979,-,-,-,-,malayalam,tt0331823
24470,Satyanweshi,2013,117 min,6,552,Thriller            ,bengali,tt3083962
24471,Bonny,1993,-,-,-,Romance            ,hindi,tt3877412
24472,Krishna Talkies,2021,-,-,-,Horror            ,kannada,tt14433628
24473,Ninne Premistha,2000,152 min,6,153,Romance            ,telugu,tt1579821
24474,Pal,II 2011,-,-,-,Drama            ,nepali,tt8811616
24475,Nishedhi,1984,-,-,-,-,malayalam,tt0347663
24476,Kai Kodutha Deivam,1964,-,7.2,17,-,tamil,tt0214848
24477,Tashan,2008,120 min,3.8,"4,972","Action, Drama, Romance            ",hindi,tt0995752
24478,Velli Vizha,1972,165 min,6.7,22,"Comedy, Drama, Family            ",tamil,tt0155340
24479,Janaki Ramudu,1988,133 min,5.4,331,"Drama, Romance            ",telugu,tt0257808
24480,Jannat Ki Talash,1999,-,6.8,18,-,oriya,tt0249616
24481,Akkum Bakkum,1996,126 min,-,-,Comedy            ,telugu,tt1579516
24482,Raam,2005,154 min,7.8,"1,206","Action, Drama, Mystery            ",tamil,tt0453190
24483,Rajakumaaran,1994,151 min,5.1,24,-,tamil,tt0318610
24484,Anga Kalari,1987,-,-,-,-,malayalam,tt0352172
24485,Joker,2000,148 min,6.4,197,"Musical, Comedy, Drama            ",malayalam,tt0406892
24486,Satya,1998,170 min,8.2,"13,635","Action, Crime, Drama            ",hindi,tt0195231
24487, Madam Secretary,2014–2019,42 min,7.7,276,Drama            ,urdu,tt5235876
24488,Velainu Vandhutta Vellaikaaran,2016,138 min,5.9,569,Comedy            ,tamil,tt5774904
24489,Iruttu,2019,133 min,5.1,301,"Drama, Horror, Mystery            ",tamil,tt9319840
24490,India Fashion Factory,2020,120 min,-,-,Comedy            ,hindi,tt11151958
24491,Kanak Durga Pooja Mahima,1960,-,-,-,-,telugu,tt1510777
24492,Mannavan Vanthanadi,,-,-,-,Romance            ,tamil,-
24493,Sathiya Sodhanai,2021,-,-,-,-,tamil,-
24494,Pavitra Bandam,1971,-,-,-,-,telugu,tt0263846
24495,Abar Basanta Bilap,2018,-,-,-,Comedy            ,bengali,tt8364120
24496,Agun,1976,-,-,-,Drama            ,bengali,tt5609470
24497,Mailpeelikkavu,1998,136 min,6.3,157,"Romance, Thriller            ",malayalam,tt0273768
24498,Koshai,1980,-,-,-,Drama            ,bengali,tt1075344
24499,Shabash Vikram,1985,-,-,-,Action            ,kannada,tt8719310
24500,Lingadu Ramalingadu,2020,-,-,-,Drama            ,telugu,tt12072086
24501,Al Karama,,-,-,-,Comedy            ,malayalam,-
24502,Sur Sangam,1985,149 min,6.9,43,"Comedy, Drama, Musical            ",hindi,tt0360050
24503,Sasu Numbari Jawai Dus Numbri,2008,130 min,5.3,17,Comedy            ,marathi,tt2624956
24504,Kabhi Eid Kabhi Diwali,2021,-,-,-,Drama            ,hindi,-
24505,Sona Spa,2013,102 min,3.5,189,"Drama, Mystery, Thriller            ",hindi,tt2609468
24506,Cheruppakkari,2002,-,-,-,-,malayalam,tt0355319
24507,Aram + Aram = Kinnaram,1985,144 min,7.2,368,Comedy            ,malayalam,tt0254968
24508,Are,2005,-,-,-,"Crime, Thriller            ",telugu,tt3440116
24509,K.S. Harishankar: Kamini,2019 Video,4 min,-,-,"Short, Music            ",malayalam,tt14497486
24510,Green Card,III 2017,120 min,-,-,"Comedy, Drama, Romance            ",telugu,tt9890036
24511,Brahma.com,2017,129 min,5.1,69,Action            ,tamil,tt7053158
24512,Clerk,1989,165 min,2.4,121,"Action, Crime, Drama            ",hindi,tt0233464
24513,Yeh Kya Ho Raha Hai?,2002,-,4.6,238,"Comedy, Romance            ",hindi,tt0338566
24514,Bses Slwl I: The Musical Journey,2019,-,-,-,Biography            ,nepali,tt6321164
24515,Pulsar Dare Venture IV,2019–2020,-,-,-,Reality-TV            ,nepali,tt11413416
24516,Tel Malish Boot Polish,1961,-,6.5,8,"Action, Comedy, Crime            ",gujarati,tt0392835
24517,Jija Ji,1961,-,-,-,Drama            ,punjabi,tt6137458
24518,Hasi Deu Ek Phera,2010,149 min,4.4,5,"Comedy, Drama            ",nepali,tt8022710
24519, Coke Studio,2008– ,-,-,-,Music            ,urdu,tt11434376
24520,Ayal,2013,134 min,6.1,33,"Drama, Romance            ",malayalam,tt2926400
24521,Knock Out,2010,117 min,6,"2,071","Action, Crime, Drama            ",hindi,tt1558578
24522,Prema Pustagam,1993,-,5.1,98,Romance            ,telugu,tt2373606
24523,Raman,2014,12 min,-,-,"Short, Drama, Family            ",malayalam,tt3712830
24524,Tansen,1970,-,-,-,Musical            ,urdu,tt5729486
24525,Bawal,2015,-,4.3,25,Comedy            ,bengali,tt4955774
24526,Fading Clouds,2017,-,-,-,Drama            ,bengali,tt6033078
24527,Apna Farz,1973,-,-,-,-,hindi,tt1329104
24528,Lorry Driver,1990,135 min,7.2,80,"Action, Crime            ",telugu,tt0361851
24529,Tochi Ek Samrat,2000,-,-,-,Drama            ,marathi,tt14111282
24530, Siyaasat,2014– ,-,-,-,History            ,urdu,tt6868022
24531,6 Teens,2001,-,5.8,10,Romance            ,telugu,tt1603784
24532,Abhisandhi,2011,-,-,-,Drama            ,bengali,tt5187252
24533,Jeevante Jeevan,1985,128 min,6.5,22,Drama            ,malayalam,tt0275432
24534,BB5,2017,123 min,6.7,9,"Crime, Mystery, Thriller            ",kannada,tt6833460
24535,Mahasadhvi Mallamma,2005,172 min,-,-,Drama            ,kannada,tt14338670
24536,Bandi Bidhata,1976,-,-,-,Drama            ,bengali,tt7282772
24537,From Headquarters,2013,-,-,-,Drama            ,bengali,tt14230676
24538,Kisan Kanya,1937,137 min,6,11,Drama            ,hindi,tt0214858
24539,Gilli Kahjalu,1998,145 min,6.2,13,Comedy            ,telugu,tt1579771
24540,Bus stop lovers adda,2012,-,5.1,13,Comedy            ,telugu,tt8660466
24541,Himmatwala,2013,150 min,1.7,"8,014","Action, Comedy            ",hindi,tt2344678
24542,Untitled Anand Shankar Project,,-,-,-,Drama            ,tamil,-
24543,Fer Mamla Gadbad Gadbad,2013,-,6.4,189,"Comedy, Romance            ",punjabi,tt2949246
24544,Prarambh,2004,83 min,7.1,20,Drama            ,hindi,tt0491724
24545,Zeenat,1986,-,-,-,Drama            ,hindi,tt6234018
24546,Digest Writer,2014–2015,-,8.3,16,Drama            ,oriya,tt9029744
24547,Pallam Chatuna Mogudu,1992,-,-,-,Comedy            ,telugu,tt1579851
24548,Biraj Bou,1946,-,-,-,Drama            ,bengali,tt0245009
24549,Kamma Rajyam Lo Kadapa Reddlu,2019,153 min,3.4,158,"Drama, Thriller            ",telugu,tt11268936
24550,Bajre Da Sitta,,-,-,-,-,punjabi,-
24551,Dil Sada Luteya Gaya,2013,-,-,-,"Comedy, Romance            ",punjabi,tt10105362
24552,Pyar Mein Sab Kuch Hota Hai,2004,-,-,-,Romance            ,hindi,tt4332476
24553,99 Miles,2017,97 min,-,-,Drama            ,tamil,tt7822638
24554,Walton Air Show 2002: TVC 1,2002,1 min,-,-,"Animation, Short            ",urdu,tt6574394
24555,Avasarakari,1981,140 min,-,-,Drama            ,tamil,tt8929104
24556,Khooni Panja,1991,130 min,5.7,40,Horror            ,hindi,tt0455140
24557,Tharai Thappattai,2016,135 min,5.6,500,"Action, Drama, Musical            ",tamil,tt5340516
24558,Kannavaari Kalalu,1974,89 min,8.3,33,Drama            ,telugu,tt1279228
24559,Ithu En Kathal Puthakam,2020,122 min,-,-,Drama            ,tamil,tt13594416
24560,Camel Safari,2013,-,3.6,21,Romance            ,malayalam,tt3118910
24561,DD News: Regional News,2000– ,-,-,-,News            ,malayalam,tt0398448
24562,Shikari,2018,109 min,4.6,117,"Comedy, Drama            ",marathi,tt8237282
24563,Tel Malish Boot Polish,1961,-,6.5,8,"Action, Comedy, Crime            ",tamil,tt0392835
24564,Marksheet,2016,96 min,6.7,7,Drama            ,assamese,tt5364872
24565,Mitini,2002,-,7.9,11,Drama            ,nepali,tt0314385
24566,Chocklet,2001,-,4.9,39,Drama            ,tamil,tt3907636
24567,Fighting Queen,1956,-,-,-,Action            ,hindi,tt1037056
24568,Halo,1996,92 min,8,447,"Drama, Family            ",malayalam,tt0295294
24569,Mama O Chandamama,2017,-,5.8,5,"Comedy, Drama, Romance            ",telugu,tt7886860
24570,Farz Aur Khoon,1978,-,-,-,Action            ,hindi,tt3063402
24571,Tanhai,2013– ,-,-,-,-,urdu,tt10441742
24572,Akil: Awareness,2014,33 min,-,-,"Documentary, Short, Biography            ",nepali,tt4155054
24573,Andhakarer Shabdo,2006,-,6.4,5,Drama            ,bengali,tt0470197
24574,Kalaakaar,1983,-,6.1,70,"Family, Romance            ",hindi,tt0187195
24575,Shahi Faqeer,1970,-,-,-,-,urdu,tt2132447
24576,Johnny,2003,180 min,5.3,"1,006","Action, Drama            ",telugu,tt0316062
24577,Daan Pratidaan,1992,153 min,6.7,12,Drama            ,bengali,tt0158572
24578,An Human,2011,101 min,6.9,22,"Drama, Mystery, Sci-Fi            ",tamil,tt2123894
24579,Peddarikam,1992,134 min,7.1,120,"Comedy, Drama, Action            ",telugu,tt0259495
24580,Salaat,2010,74 min,-,-,Drama            ,urdu,tt2156178
24581,It's Time to Party,2020,117 min,6.1,15,"Drama, Thriller            ",telugu,tt13028074
24582,Prema Nagar,1971,170 min,8,39,"Drama, Musical, Romance            ",telugu,tt0067607
24583,Shikari,1932,-,-,-,Adventure            ,hindi,tt0215187
24584,Zaib-un-nisa,2001– ,-,8.5,17,Drama            ,oriya,tt5597806
24585,Savitri,1936,-,-,-,-,marathi,tt0253648
24586,Sohni Mahiwaal,1984,121 min,-,-,"Drama, Romance            ",punjabi,tt12283234
24587,Inteha Pyar Ki,1992,159 min,3.9,29,"Drama, Family, Musical            ",hindi,tt0362766
24588,Moondru Mugham,1982,-,7.2,372,"Action, Drama            ",tamil,tt0764655
24589,Galegale Nigahle,2008,-,4.6,10,Comedy            ,marathi,tt5476256
24590,The President Versus David Hicks,2004,52 min,6.7,40,Documentary            ,oriya,tt0436681
24591,Draupadi,1944,-,-,-,Fantasy            ,hindi,tt0251059
24592,Shankar Guru,1987,-,-,-,Action            ,hindi,tt3778760
24593,Mamma the spirit,2020,-,-,-,Horror            ,hindi,tt11479534
24594,Brandy Ki Botal,1939,146 min,-,-,-,hindi,tt0274394
24595,Andaj,2011,-,-,-,Romance            ,nepali,tt8290858
24596,Wadey ki Zanjeer,1978,-,-,-,-,urdu,tt14230192
24597,Freedom,VIII 2014,-,3.1,13,Thriller            ,hindi,tt7268744
24598,Sohreyan Da Pind Aa Gaya,2020,-,-,-,Drama            ,punjabi,tt11478150
24599,Lage Bandhe,1979,-,-,-,Drama            ,marathi,tt12183018
24600,Debal: Uncrowned Underdogs,,100 min,-,-,"Action, Crime, Drama            ",urdu,-
24601,Kaam Shastra,1975,136 min,6.4,13,Thriller            ,hindi,tt2753386
24602,123 from Amalapuram,2005,-,-,-,Romance            ,telugu,tt3450070
24603,31,I 2020,-,-,-,"Short, Mystery            ",malayalam,tt13089396
24604,Kankan De Ohle,1970,-,7.2,12,"Drama, Romance            ",punjabi,tt0302682
24605,Bindur Chheley,1973,109 min,-,-,Drama            ,bengali,tt0154233
24606,Waaris,1988,150 min,6.8,141,Drama            ,hindi,tt0367214
24607,Dubai Chalo,II 1979,-,-,-,-,punjabi,tt14357998
24608,Petrol,2005,-,-,-,Action            ,hindi,tt4879076
24609,Elaan,2005,159 min,4.4,694,"Action, Thriller            ",hindi,tt0416712
24610,Ajasra Dhanyabad,1976,-,-,-,Drama            ,bengali,tt1587111
24611,Gangs of Malgudi,2021,-,-,-,Comedy            ,hindi,-
24612,Salgirah,1969,-,7.8,6,Drama            ,urdu,tt1623702
24613,Chambeli,2020,-,-,-,"Short, Mystery, Thriller            ",urdu,tt14061830
24614,Aan: Men at Work,2004,149 min,5.7,"2,876","Action, Crime, Drama            ",hindi,tt0363409
24615,Piya Ka Ghar,1972,134 min,6.7,205,"Drama, Family, Musical            ",hindi,tt0158092
24616,Aik Aur Love Story,1999,-,6.6,28,Romance            ,oriya,tt0249338
24617,Fera Feri,,122 min,-,-,-,gujarati,-
24618,Kaamraj,,140 min,-,-,Crime            ,hindi,-
24619,Do Lafzon Ki Kahani,2016,128 min,6.5,"1,369","Action, Drama, Romance            ",hindi,tt4857886
24620,Love Lafru Lagan,2017,140 min,-,-,Drama            ,gujarati,tt14465424
24621,Asar 2,2016,110 min,-,-,Family            ,hindi,tt11611118
24622,Veyilmarangal,2019,108 min,8.1,15,Drama            ,malayalam,tt10428284
24623,Hanuman Bhakta Hawaldaar,2008,-,-,-,Action            ,bhojpuri,tt13654972
24624,Chandana Kadu,1974,-,-,-,-,malayalam,tt0279012
24625,Fauladi No.1,2001,-,-,-,Drama            ,hindi,tt10173088
24626,Barister shankarnarayan,2013,-,-,-,Family            ,telugu,tt3412646
24627,Radha Kyun Gori Main Kyun Kaala,,-,-,-,Drama            ,hindi,-
24628,Sakhi Mazi,1999,-,-,-,Drama            ,marathi,tt14404914
24629, Madam Secretary,2014–2019,42 min,7.7,276,Drama            ,oriya,tt5235876
24630,Rakta Bandhan,2003,-,-,-,Action            ,bengali,tt5184706
24631,Mallika Soloni,1953,-,-,-,-,hindi,tt0230497
24632,Deiva Magan,1969,166 min,7.3,121,Drama            ,tamil,tt1437598
24633,Scam,IV,-,-,-,Crime            ,hindi,-
24634,Para Para Para,,-,-,-,Drama            ,tamil,-
24635,Jagapathi,2005,134 min,-,-,Action            ,telugu,tt3443544
24636,Indru Mudhal,2003,-,-,-,Drama            ,tamil,tt13914510
24637,Mallepoovu,1978,-,-,-,Drama            ,telugu,tt1380148
24638,Tandrulu Kodukulu,1961,-,-,-,-,telugu,tt0316723
24639,Sawai Hawaldar,1999,-,-,-,Drama            ,marathi,tt12976114
24640,Kudumba Thalaivan,1962,138 min,6.4,10,-,tamil,tt1473059
24641,Zamana Kya Kahega,1961,-,-,-,Drama            ,urdu,tt1637739
24642,Dheemantha Manushya,2007,-,-,-,Drama            ,kannada,tt14284594
24643,Jani,2017,-,3,9,Comedy            ,kannada,tt7256592
24644,Chalaki Rani Khiladi Raja,1971,118 min,-,-,Drama            ,telugu,tt8706616
24645,Baabarr,2009,180 min,5.1,301,"Action, Crime, Drama            ",hindi,tt1508950
24646,Niram Marunna Nimishangal,1982,-,-,-,-,malayalam,tt0334004
24647,Jithan 2,2016,142 min,2.8,36,Thriller            ,tamil,tt3238050
24648,Ambarish,1934,-,-,-,-,hindi,tt0215512
24649,Bhouri,2016,140 min,6.7,399,Drama            ,hindi,tt5978194
24650, Mullah Nasruddin,1990– ,-,-,-,Comedy            ,urdu,tt14162618
24651,Parivar,1968,165 min,6.3,22,"Comedy, Drama            ",hindi,tt0293499
24652,Gramophone,,-,-,-,Drama            ,tamil,-
24653,Mon Mayuree,1990,149 min,4,7,"Action, Drama, Romance            ",bengali,tt7351182
24654,Isi Ka Naam Zindagi,1992,140 min,5.8,600,"Action, Comedy, Drama            ",hindi,tt0304204
24655,Bharat Milap,1942,170 min,6.6,9,"Adventure, Drama, History            ",hindi,tt0156360
24656,Deja Vu,II 2021,-,-,-,Sci-Fi            ,hindi,-
24657,Maamu Tea Angadi,2015,155 min,-,-,Drama            ,kannada,tt12083958
24658,Ohh My Love,2011,-,-,-,Drama            ,bengali,tt14230836
24659,Dhira,2020,117 min,5.7,371,Animation            ,bhojpuri,tt13449672
24660,Babubhai Sentimental,2019,132 min,7.5,13,"Action, Drama, Thriller            ",gujarati,tt10990768
24661,Game on Hai,2020,120 min,-,-,"Crime, Thriller            ",urdu,tt12044324
24662,Fareb,1983,-,-,-,-,hindi,tt0448466
24663,Kannan Varuvaan,2000,135 min,5.9,37,Romance            ,tamil,tt0364454
24664,Enemmy,2013,-,4.9,224,"Action, Crime, Drama            ",hindi,tt2941856
24665,PUC,2008,-,-,-,Drama            ,kannada,tt14253032
24666,Ganga Kinare,1986,-,-,-,Drama            ,hindi,tt2787014
24667,My Great Grandfather,2019,122 min,4.7,109,Drama            ,malayalam,tt9351220
24668,Main Bhi to Insan Hoon,1979,-,-,-,-,urdu,tt14230730
24669,Kaliveedu,1996,126 min,6.1,116,"Comedy, Drama            ",malayalam,tt0355631
24670,Mother's Day,2011 Video,8 min,8.1,23,"Short, Drama            ",malayalam,tt2081320
24671,Lahu Luhan,1991,-,4,5,"Action, Horror, Mystery            ",hindi,tt2710542
24672,Kaithi,2019,145 min,8.4,"13,616","Action, Thriller            ",tamil,tt9900782
24673,Bagga Daku,1983,-,-,-,Action            ,punjabi,tt0454403
24674,Heartless,2014,131 min,5.1,454,"Drama, Family, Romance            ",hindi,tt3334348
24675,Masala,2012,140 min,7.2,159,"Comedy, Drama            ",marathi,tt2400399
24676,Pyarey Afzal,2013–2014,-,9.1,"1,930","Drama, Romance            ",oriya,tt4062640
24677,Dulhan Ek Raat Ki,1967,170 min,6.7,40,"Crime, Drama, Music            ",hindi,tt0212123
24678,Cobra,1991,-,-,-,Action            ,urdu,tt7721954
24679,Mr. Bharath,I 1986,-,7.2,302,Drama            ,tamil,tt0319887
24680,Nag Purnima,1983,-,-,-,Drama            ,bengali,tt5818770
24681,Parivartan,1972,130 min,-,-,Drama            ,hindi,tt0069060
24682,Vennela One and Half,2012,134 min,-,-,Comedy            ,telugu,tt6536788
24683,Sammi,2017– ,40 min,8.2,56,Drama            ,oriya,tt6736858
24684,Insaaf,1946,-,-,-,-,hindi,tt0236326
24685,Jagadeka Veera,1991,146 min,-,-,-,kannada,tt1354020
24686,The Ring Around the Rose,2017,-,-,-,Mystery            ,hindi,tt5667334
24687,4,2013,133 min,-,-,Drama            ,tamil,tt8263878
24688,Doodh Ka Karz,1990,168 min,4.7,114,"Action, Drama, Fantasy            ",hindi,tt0395519
24689,Fugly,2014,134 min,4.7,"1,001","Drama, Thriller            ",hindi,tt3683702
24690,Veera Parampare,2010,-,6.8,77,"Drama, Family            ",kannada,tt2922076
24691,Mast Kalandar,2018,133 min,-,-,Romance            ,kannada,tt8427186
24692,Shamitabh,2015,155 min,6.8,"6,998",Drama            ,hindi,tt3836958
24693,Mufta: Free,2015,7 min,-,-,"Short, Drama            ",urdu,tt6263984
24694,Sakshi Gopal,1957,-,-,-,Fantasy            ,hindi,tt3182560
24695,The Crab,2017,-,-,-,Drama            ,malayalam,tt6963888
24696,Viraj,2018,-,7.1,9,Drama            ,kannada,tt9460500
24697,Aadhi Bhagavan,2013,157 min,5.4,556,"Action, Crime, Thriller            ",telugu,tt1671446
24698,Radical,I,135 min,-,-,Romance            ,telugu,-
24699,Deool,2011,135 min,8.2,"1,440",Drama            ,marathi,tt2085783
24700,Akinchn,2018,-,-,-,"Short, Drama            ",nepali,tt8993996
24701,Dambathya Rahasyam,1976,-,-,-,Musical            ,malayalam,tt0280583
24702,Raju James Bond,,-,-,-,Action            ,kannada,-
24703,Shakti,1984,-,-,-,Drama            ,bengali,tt6730206
24704,London Nahi Jaunga,2020,-,-,-,"Drama, Romance            ",punjabi,tt12132832
24705,Sandhyakenthinu Sindooram,1984,-,6.4,7,-,malayalam,tt0269822
24706,Milan,1942,-,-,-,Drama            ,bengali,tt0154876
24707,Parandhu Sella Vaa,2016,150 min,4.9,28,"Comedy, Romance            ",tamil,tt6389070
24708,Band Master,1963,-,-,-,Drama            ,hindi,tt0212798
24709,Avala Hejje,1981,-,-,-,-,kannada,tt1344075
24710,Vidhi 1984,1984,-,7.7,7,Drama            ,tamil,tt10822458
24711,Shesh Kotha,II 2017,130 min,-,-,Drama            ,bengali,tt7260710
24712,Mama Bagunnavaa?,1997,-,-,-,"Comedy, Drama, Romance            ",telugu,tt0276314
24713,Anu Bandham,1985,120 min,7.8,61,Drama            ,malayalam,tt0246432
24714,Ko Hola Tyo,2012 Video,-,-,-,"Short, Music            ",nepali,tt10395144
24715,Shree Shree Rajadhiraja Shree Shree Madana Kamaraja Shree Shree Vilasa Raja Shree Shree Madhubana Raja Shree Shree Krishnadeva Donga Raja,1994,-,6.6,8,-,telugu,tt0391451
24716,Paris Jeyaraj,2021,136 min,5.5,483,Drama            ,tamil,tt11980890
24717,Vadhiyar,2012,107 min,4.1,51,"Comedy, Drama            ",malayalam,tt2223384
24718,Kanalaattam,1979,-,-,-,-,malayalam,tt0332667
24719,Ariyathavan Puriyathavan,2013,-,-,-,Drama            ,tamil,tt13358336
24720,The Poison at the East Palace,2018,-,-,-,"Action, Drama            ",hindi,tt14223364
24721,Aasha,1982,137 min,-,-,-,malayalam,tt0344783
24722,Moments,VI 2017,10 min,-,-,"Short, Drama            ",malayalam,tt13149554
24723,Tiong Bahru Social Club,2020,88 min,7,40,Comedy            ,tamil,tt13081086
24724,Kadhalika Yarumillai,,-,-,-,Drama            ,tamil,-
24725,Lawyer,2020 Video,24 min,-,-,"Short, Comedy            ",assamese,tt13754732
24726,Light Ek Kalokh,2015,-,-,-,Drama            ,marathi,tt8938416
24727, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu,tt11423534
