Index,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,ID
6252,Bhale Rangadu,1969,-,-,-,-,telugu,tt0259889
6253,Nindu Noorellu,1979,129 min,8.2,26,-,telugu,tt0257962
6254,Maa Dasha Maa,1987,-,-,-,Drama            ,gujarati,tt4614176
6255,Joji,2021,113 min,8,"4,313","Crime, Drama            ",malayalam,tt13206926
6256,Ormakalundayirikkanam,1995,91 min,6.9,29,Drama            ,malayalam,tt0271692
6257,Mrs Undercover,2021,-,-,-,Action            ,hindi,-
6258,Ontari Poratam,1989,133 min,7.9,87,Action            ,telugu,tt0258298
6259,Na Niruvude Ninagangi,1979,129 min,-,-,-,kannada,tt1370402
6260,Swapna Niye,1966,84 min,-,-,Drama            ,bengali,tt0252030
6261,Sabari,1972,-,-,-,Drama            ,bengali,tt1587266
6262,Karpoora Mullai,1991,-,6.4,16,-,tamil,tt0214840
6263,Thoongathey Tambi Thoongathey,1983,137 min,6.4,105,Drama            ,tamil,tt0322816
6264,Silencer,2020,106 min,8,497,Drama            ,malayalam,tt11651604
6265,Shola Aur Shabnam,1992,165 min,6.5,910,"Action, Comedy, Drama            ",hindi,tt0105394
6266,Unn Kannil Neer Vazhindal,1985,-,5.3,28,-,tamil,tt0235844
6267,Poraatam,,-,-,-,"Action, Drama            ",telugu,-
6268,Albela Mastana,1967,-,-,-,Comedy            ,hindi,tt2782508
6269,Ira,I 2018,-,-,-,-,kannada,tt7561754
6270,Stree,1973,-,-,-,Drama            ,telugu,tt0214162
6271,Hasyam,2021,-,-,-,Drama            ,malayalam,tt14058622
6272,Mr. 420,1937,-,-,-,-,hindi,tt0361932
6273,Sargoshiyan,2017,106 min,6.2,33,Drama            ,hindi,tt6330202
6274,Trushart,2018,-,-,-,Drama            ,marathi,tt10477938
6275,Popat,2013,160 min,7,53,Drama            ,marathi,tt3155922
6276,Prathap,1993,-,-,-,Action            ,hindi,tt4979088
6277,Jnanambika,1940,190 min,-,-,-,malayalam,tt0251754
6278,Pulanaivu,,-,-,-,-,tamil,-
6279,Jay Tuljha Bhavni,1981,-,-,-,Drama            ,marathi,tt14177098
6280,Nandini,1941,-,-,-,Romance            ,bengali,tt0244671
6281,Karthik Anitha,2009,125 min,-,-,Drama            ,tamil,tt13612936
6282,Chemistry,2010– ,-,6.9,12,"Drama, Romance            ",urdu,tt1773887
6283,Mausi,1958,-,-,-,Drama            ,hindi,tt4721346
6284,Prasthanam,2010,153 min,8.3,"2,599","Action, Drama            ",telugu,tt1603362
6285,Seetayya,2003,-,6.1,44,Action            ,telugu,tt0379488
6286,Dhoni Gareeb,1987,138 min,-,-,Drama            ,bengali,tt7742540
6287,Naseebo,2014,-,-,-,Drama            ,punjabi,tt4343830
6288,Vicky Velingkar,2019,125 min,4.5,62,Thriller            ,marathi,tt10990740
6289,Ninna Sanihake,2020,-,-,-,"Drama, Romance            ",kannada,tt10873536
6290, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu,tt11423232
6291,O.G.J.,2013,-,-,-,Comedy            ,punjabi,tt2639970
6292,Patna wale dulhaniya le jayenge,2018,-,-,-,Family            ,hindi,tt11519014
6293,Yaavum Vasappadum,2014,128 min,-,-,Drama            ,tamil,tt13087430
6294,"Pahili Sher, Dusri Savvasher, Navara Pavsher",2006,157 min,6.6,17,Comedy            ,marathi,tt0984085
6295,Sadhana,1939,-,-,-,-,hindi,tt0031888
6296,Sangsar,1982,-,-,-,-,punjabi,tt1229387
6297,Dhoop Chhaya,1962,-,-,-,Drama            ,bengali,tt0156475
6298,Karim vs. Karachi,2009,16 min,9,6,"Short, Adventure, Drama            ",urdu,tt1455120
6299,Ranabhoomi,2019,115 min,-,-,Drama            ,kannada,tt11234384
6300,Monkey Business,I 2020,-,-,-,Adventure            ,hindi,tt10382832
6301,Picnic,II 2008,100 min,-,-,Thriller            ,marathi,tt7430366
6302,Bra,2018,-,-,-,"Short, Crime            ",malayalam,tt12868774
6303,Hate Story,2012,140 min,5.3,"3,463","Drama, Thriller            ",hindi,tt2309987
6304,Nivedhyam,1978,127 min,-,-,-,malayalam,tt0268499
6305,Nani Maa,1980,-,6.5,11,Fantasy            ,hindi,tt2186546
6306,Veeran Naal Sardari,2014,-,-,-,"Action, Comedy, Romance            ",punjabi,tt8610856
6307,Do Kaliyan,1948,-,6.9,8,-,hindi,tt0250345
6308,Samapti,1949,-,-,-,-,hindi,tt0245410
6309,Wall Poster,1989,-,-,-,-,kannada,tt0230964
6310,Oru Maymasappularayil,1987,151 min,7.5,8,Drama            ,malayalam,tt0308679
6311,Jalebi,2013,52 min,7.9,29,"Comedy, Thriller            ",urdu,tt4499246
6312,Har Har Gange,1968,125 min,-,-,"Drama, Fantasy            ",hindi,tt0242503
6313,Maga Rayudu,1994,146 min,6.4,21,Drama            ,telugu,tt1579622
6314,Kathi Kappal,2008,115 min,-,-,Drama            ,tamil,tt13578656
6315,Chini Kam Rang Kada,2020,89 min,-,-,Drama            ,nepali,tt13986218
6316,Alabhya Labhya Sree,2013,30 min,8,13,"Short, Comedy            ",malayalam,tt3599768
6317,Marali Mareyaagi,2021,-,-,-,Drama            ,kannada,-
6318,Alif Allah Aur Insaan,2017– ,-,8.4,137,"Drama, Romance            ",urdu,tt6904166
6319,Rangoon,,-,-,-,Drama            ,hindi,-
6320,Idhaya Thirudan,2005,-,3.2,116,Romance            ,tamil,tt0455545
6321,Dharam Kanta,1982,-,6.2,74,"Action, Drama            ",hindi,tt0379250
6322,Jeevan Mrityu,1970,140 min,7,213,"Drama, Romance, Thriller            ",hindi,tt0156641
6323,College Kumar,2020,121 min,5.7,15,Drama            ,tamil,tt11859486
6324,Ajeeb Aashiq,2016,70 min,-,-,Drama            ,hindi,tt5531640
6325,Enthoru Bhagyam,2018,-,-,-,-,malayalam,tt7822566
6326,Beladingalagi Baa,2008,-,-,-,Drama            ,kannada,tt14189252
6327,Ladies Tailor 34 34,2019,-,-,-,-,kannada,tt10409886
6328,Sapnon Ki Raatein,1992,-,-,-,Drama            ,hindi,tt3559610
6329,Meravanige,2008,137 min,-,-,Drama            ,kannada,tt14253714
6330,Meghe Dhaka Tara,2013,154 min,8.1,652,"Biography, Drama            ",bengali,tt3051894
6331,Jawan Ki Pukar,1942,140 min,-,-,-,hindi,tt0156635
6332,Adavi Donga,1985,136 min,6.5,321,"Action, Comedy, Family            ",telugu,tt0245683
6333,Kan Imaikkum Nerathil,,122 min,-,-,Drama            ,tamil,-
6334,Paani,,-,-,-,Drama            ,hindi,-
6335,Settai,2013,136 min,4.4,454,"Action, Comedy, Crime            ",telugu,tt2677816
6336,Mango Pickle,2020,58 min,7.9,11,"Crime, Drama, Thriller            ",nepali,tt2714308
6337,Manusukkeyththa Maappillai,1990,-,-,-,-,tamil,tt0319815
6338,Mrigaya,1989,142 min,8,"1,108","Adventure, Drama            ",malayalam,tt0271648
6339,Vetta the Hunt,2020,-,-,-,"Short, Thriller            ",malayalam,tt12177450
6340,Clint,2017,138 min,6.8,47,"Biography, Drama            ",malayalam,tt6697508
6341,Aakhri Sangam,1990,-,7.3,35,"Action, Romance            ",hindi,tt0482677
6342,Mahabbat pur vice city 2,2017,-,7.7,10,Action            ,bengali,tt6440334
6343,Panther,2019,127 min,4.2,213,Action            ,bengali,tt10789322
6344,Auto Raja,2013,-,5.9,36,"Drama, Mystery, Romance            ",kannada,tt3053758
6345,Jism Ke Deewane,2004,-,-,-,Thriller            ,hindi,tt4318392
6346,Paishyacha Paaus,1960,-,-,-,-,marathi,tt0238492
6347,Rasathanthram,2006,-,6.5,670,"Comedy, Drama, Family            ",malayalam,tt0770203
6348,Karma what goes Around comes around,2018,-,-,-,"Short, Crime            ",urdu,tt8675168
6349,Jeene Ki Raah,1969,152 min,6.9,81,"Drama, Romance            ",hindi,tt0148353
6350,Mujhe Jeene Do,1968,-,-,-,-,urdu,tt1669188
6351,Seetha Nadhi,2016,114 min,-,-,Drama            ,kannada,tt13243106
6352,Tarana,II 1979,-,1.8,17,-,urdu,tt1369588
6353,Mansa Paris Mendhare Bari,1977,-,-,-,-,marathi,tt0248170
6354,Thappatadugu,2015,-,-,-,Drama            ,telugu,tt14534632
6355,Hey Kem Chho London,,-,-,-,Comedy            ,gujarati,-
6356,Vikramarkudu,2006,140 min,7.7,"3,742",Action            ,telugu,tt0858492
6357,Sthithi,2003,-,-,-,Drama            ,malayalam,tt11277176
6358, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu,tt11423328
6359, Madam Secretary,2014–2019,42 min,7.8,236,Drama            ,nepali,tt5506368
6360,Two Generations,2019,-,-,-,Family            ,hindi,tt11236086
6361,Madarangi,2013,144 min,-,-,Romance            ,kannada,tt13549412
6362,Samayantar,2008,-,-,-,"Short, Drama            ",nepali,tt12257726
6363,Lal Sobujer Sur,2016,-,-,-,"Drama, War            ",bengali,tt6721410
6364,Minus 3 Plus 1,2018,109 min,-,-,Drama            ,kannada,tt9179100
6365,Teenkahon,2014,124 min,7.4,223,"Comedy, Drama, Mystery            ",bengali,tt3479530
6366,Manava Danava,1985,107 min,-,-,-,kannada,tt1342397
6367,Pulanaivu,2019,118 min,6.6,41,"Crime, Romance, Thriller            ",tamil,tt10299842
6368,Joru,2014,140 min,5.5,72,Comedy            ,telugu,tt4898036
6369,Kashi Yaathirai,1973,-,-,-,"Comedy, Drama            ",tamil,tt3421628
6370,Yours Lovingly,2018,-,-,-,"Drama, Musical            ",malayalam,tt13877326
6371,House No. 13,1991,112 min,5.9,35,Horror            ,hindi,tt0214775
6372,C.I.D.,1990,-,4.7,62,"Action, Drama            ",hindi,tt0404843
6373,Ente Sathyanweshana Pareekshakal,,135 min,-,-,Comedy            ,malayalam,-
6374,Tara: The Journey of Love and Passion,2013,110 min,5.4,42,Drama            ,hindi,tt3045946
6375,Miruthan,2016,106 min,6,"1,255","Action, Adventure, Horror            ",tamil,tt5455344
6376,Photo,2006,-,5.2,11,Thriller            ,telugu,tt3388088
6377,Thee,1981,160 min,6.6,126,"Action, Crime, Drama            ",tamil,tt0364698
6378,D-Day,I 2013,153 min,7.2,"9,445","Action, Thriller            ",hindi,tt2385104
6379,Lama La,2016,-,8.4,5,Drama            ,nepali,tt6023632
6380,Silsila Pyar Ka,1992,-,-,-,-,urdu,tt14230758
6381,Huccha,2001,178 min,7.3,316,"Action, Drama, Romance            ",kannada,tt2914444
6382,Ente Mezhuthiri Athazhangal,2018,148 min,7.2,634,"Drama, Romance            ",malayalam,tt8016648
6383,Kamini,2013,-,-,-,Drama            ,kannada,tt14019460
6384,Idhayathiley Oru Idam,1980,-,-,-,-,tamil,tt0275417
6385,Vaman,2017,127 min,-,-,"Drama, Family            ",gujarati,tt7586906
6386,E,I 2017,122 min,5.9,60,"Horror, Thriller            ",malayalam,tt6765840
6387,Sabuj Dwiper Raja,1979,109 min,7.5,69,"Adventure, Drama, Family            ",bengali,tt0926332
6388,Kadaikutty Singam,2018,149 min,6.9,"2,095","Action, Drama            ",tamil,tt8023734
6389,Hathiar,1979,-,-,-,"Action, Crime            ",punjabi,tt1192576
6390,Alladdin Laila,1957,-,-,-,-,hindi,tt0357421
6391,Battery Low,2020 Video,21 min,-,-,"Short, Comedy            ",assamese,tt13696066
6392,Dard Pardesaan De,2000,-,-,-,"Action, Drama, Romance            ",punjabi,tt1547627
6393,Ekanto Apon,1987,145 min,7.1,22,Drama            ,bengali,tt1593673
6394,Pyaar Kiya To Darna Kya,1998,162 min,6.7,"4,331","Action, Comedy, Drama            ",hindi,tt0173080
6395,Baaghi,2017– ,42 min,8.2,254,"Biography, Drama, Mystery            ",urdu,tt7684034
6396,Sweety Nanna Jodi,2013,-,6.5,8,"Drama, Romance            ",kannada,tt3119050
6397,Kantri,2008,166 min,4.9,887,Action            ,telugu,tt1200065
6398,Judgement,2019,129 min,5.8,20,Thriller            ,marathi,tt10370782
6399,Snowbird,2015,7 min,-,-,"Short, Drama            ",nepali,tt5013830
6400,Bhaybheet,2020,110 min,7.2,8,Thriller            ,marathi,tt11586122
6401,Partner,1982,-,5,6,Drama            ,hindi,tt2530638
6402,Mele Sajna De,1972,-,-,-,Drama            ,punjabi,tt2956102
6403,Ballyo Bondhu,1968,-,-,-,Family            ,bengali,tt13518072
6404,Gola seenu,2013,120 min,-,-,Drama            ,telugu,tt3412702
6405,Tomake Chai,1997,-,-,-,"Action, Drama, Romance            ",bengali,tt7205750
6406,Priyadarsini,1978,-,-,-,-,malayalam,tt0272259
6407,Lanka,2011,107 min,5.8,200,"Action, Crime, Drama            ",hindi,tt2137064
6408,Thigilodu Vilaiyaadu,2016,-,-,-,Drama            ,tamil,tt12960708
6409,Chengazhi Nambiar,,-,-,-,"Action, History, War            ",malayalam,-
6410,Soorya Manasam,1992,113 min,7.5,404,Drama            ,malayalam,tt0246943
6411,Angarey,1954,-,7.2,6,Drama            ,hindi,tt0233217
6412,Preminchu,2001,-,7.3,15,Drama            ,telugu,tt2140297
6413,Zabardast,2008,-,4.5,8,Romance            ,hindi,tt0845558
6414,Naina,1953,-,-,-,-,hindi,tt0213106
6415,Aawaz De Kahan Hai,1990,-,4,5,"Drama, Romance            ",hindi,tt0440005
6416,Most Welcome 2,2014,-,6.1,576,Action            ,bengali,tt3402192
6417,Love in America,1986,-,-,-,Drama            ,urdu,tt6304818
6418,Hitback,2016,78 min,-,-,Drama            ,hindi,tt8470302
6419,Rongeen,2019,-,-,-,Musical            ,assamese,tt12788442
6420,Hurricane Special,1939,-,-,-,Action            ,hindi,tt6726930
6421,Ranganayaki,2019,-,9.5,131,Drama            ,kannada,tt10961232
6422,Avunu Part 2,2015,198 min,4.8,62,"Horror, Thriller            ",telugu,tt4597430
6423,Police Game,2013,-,-,-,Action            ,telugu,tt6925146
6424,Dharmathin Thalaivan,1988,142 min,7,292,"Action, Drama            ",tamil,tt0319290
6425,Mohaan Aawatey,2011,117 min,-,-,"Action, Thriller            ",marathi,tt1857792
6426,Godfather,2012,145 min,5.8,62,Drama            ,kannada,tt3270104
6427,Talaq,1941,-,-,-,Drama            ,hindi,tt9448856
6428,Subhadra,1941,-,-,-,-,kannada,tt0256410
6429,Rail,2016,168 min,4.6,"1,003","Action, Thriller            ",tamil,tt5959700
6430,Chooriyan,1996,-,-,-,Romance            ,punjabi,tt5565760
6431,Anakantaar: Far Away,2017,-,-,-,"Short, Thriller            ",nepali,tt7115418
6432,Atti,2016,-,-,-,Drama            ,tamil,tt5867396
6433,Sudigundaalu,1967,-,8,38,Drama            ,telugu,tt0261331
6434,Do Dooni Chaar,2010,112 min,7.6,"5,163","Comedy, Drama            ",hindi,tt1714832
6435,Sharbati Aankhen,1945,-,-,-,-,hindi,tt0362145
6436,Kadambari,2004,90 min,-,-,Drama            ,assamese,tt5238506
6437,Trishul,1978,167 min,7.7,"2,058","Action, Drama, Musical            ",oriya,tt0078418
6438,Snehana Preethina,2007,-,6.9,58,Romance            ,kannada,tt1444276
6439,Sun Sun Thatha,2012,-,-,-,Drama            ,tamil,tt13387598
6440,Raja Rani Ko Chahiye Pasina,1978,-,6.3,6,"Drama, Family            ",hindi,tt0900982
6441,Tumko Na Bhool Paayenge,2002,160 min,5.6,"2,622","Action, Romance, Thriller            ",hindi,tt0310254
6442,Go To Hell,2018 TV Movie,-,-,-,Comedy            ,urdu,tt8912632
6443,Shararat,1959,-,6.2,9,Comedy            ,hindi,tt0139607
6444,Two Town Rowdy,1989,140 min,7.9,94,"Action, Drama, Romance            ",telugu,tt0262852
6445,Case No.18/9,2013,-,7.9,29,"Crime, Thriller            ",kannada,tt3099458
6446,Return of Superman,1962,-,-,-,Action            ,hindi,tt10133362
6447,Sutradhar,1987,-,6.3,37,Drama            ,hindi,tt0350177
6448,Thankam,,-,-,-,"Crime, Drama            ",malayalam,-
6449,Dopatta,1952,-,7.8,12,Musical            ,urdu,tt0150422
6450,Keelu Bommalu,1965,-,-,-,-,telugu,tt0261778
6451,Kaash,2015,106 min,5,19,Drama            ,hindi,tt5111940
6452,Diwani,1934,-,-,-,-,hindi,tt0235351
6453,All Is Well,2015,126 min,3.8,"1,500","Comedy, Drama, Romance            ",hindi,tt3547616
6454,Sant Tulsidas,1934,-,-,-,-,hindi,tt0214078
6455,Asche Bochor Abar Hobe,II 2015,125 min,-,-,Romance            ,bengali,tt10508786
6456,Bhama Rukmini,1980,125 min,6,32,-,tamil,tt0155546
6457,Mahakali,1988,-,-,-,Fantasy            ,hindi,tt0382827
6458,Jeewan Rahasya,1973,-,-,-,Drama            ,bengali,tt2530614
6459,Sayam Sandhya,1986,126 min,6.5,6,-,malayalam,tt0271774
6460,Oru Thathvika Avalokanam,,-,-,-,Comedy            ,malayalam,-
6461,Maindhan,1994,125 min,-,-,Drama            ,tamil,tt9048688
6462,Yaanai Valartha Vanambadi Magan,1971,-,-,-,-,tamil,tt6263176
6463,Chhodon Naa Yaar,2007,97 min,4.7,92,"Horror, Thriller            ",hindi,tt1108831
6464,Tumse Mil Kay,2014–2015,-,8.8,9,Drama            ,oriya,tt5320408
6465,Apara Sundara Neelakasham,,-,-,-,Drama            ,malayalam,-
6466,Project Marathwada,2016,110 min,6.4,75,Drama            ,hindi,tt5714802
6467,Kalpana,1977,103 min,-,-,-,telugu,tt0257831
6468,Gunaho Ka Mandir,1991,-,-,-,Crime            ,hindi,tt2319116
6469,Eeshwar,2002,-,5.2,299,"Action, Drama, Romance            ",telugu,tt0924219
6470,Dilbar,2021,-,-,-,Romance            ,hindi,tt14215766
6471,Jugal Jodi,1982,-,-,-,Comedy            ,gujarati,tt4601946
6472,Biye.Com,2020,121 min,6.8,38,"Comedy, Romance            ",bengali,tt13396982
6473,Lakshmi Pooja,1979,-,-,-,"Drama, Family, Fantasy            ",hindi,tt1303222
6474,Das Baje,1942,144 min,-,-,Drama            ,hindi,tt0247977
6475,Salam E Mohabbat,1983,-,-,-,Drama            ,hindi,tt2679372
6476,Kahani Shikari Kutte Ki,1981,-,-,-,Drama            ,hindi,tt3628848
6477,Moashra,1975,-,-,-,Drama            ,urdu,tt14301580
6478,Yarukaka Azhudan,1966,111 min,-,-,"Drama, Thriller            ",tamil,tt0318843
6479,Sailaab,1953,-,-,-,-,urdu,tt0237684
6480,Sector V,2012,-,-,-,Drama            ,bengali,tt14230644
6481,Manickakoodaram,1997,-,-,-,-,malayalam,tt0355741
6482,Ajay-Vijay,1990,136 min,-,-,-,kannada,tt0388691
6483,Grahasti,1963,154 min,6.8,35,"Drama, Family            ",hindi,tt0268342
6484,Maut Ke Farishtey,1990,-,-,-,"Action, Thriller            ",hindi,tt0398189
6485,Ananya,1949,-,-,-,-,bengali,tt0231137
6486,The Decision (Siddhanto),2015,60 min,-,-,Drama            ,bengali,tt8776956
6487,Delhi Ka Thug,1935,-,-,-,Action            ,hindi,tt0213602
6488,Barrister Parvatishan,1940,-,7.8,22,"Comedy, Drama            ",telugu,tt0266303
6489,Anayasai Aaj,2010,5 min,-,-,"Short, Romance            ",nepali,tt2776596
6490,Semmari Aadu,2018,136 min,-,-,Drama            ,tamil,tt12916038
6491,Jai Radhe Krishna,1974,-,-,-,-,hindi,tt0252558
6492,Parama Veera Chakra,2011,160 min,2,418,"Action, Drama            ",telugu,tt1732724
6493,Aahista Aahista,2014– ,-,-,-,-,urdu,tt10441626
6494,In-Deewar,,-,-,-,Thriller            ,hindi,-
6495,Myself Pendu,2015,-,4.6,22,"Comedy, Romance            ",punjabi,tt5026418
6496,"Loden, der kleine Mönch",2012,25 min,-,-,"Documentary, Short            ",nepali,tt2316996
6497,The Prophet,II 2019,63 min,-,-,Musical            ,tamil,tt11317494
6498,Rowdy Rathore,2012,140 min,5.7,"20,707","Action, Comedy            ",hindi,tt2077833
6499,Aankhin Dekhi,1978,-,-,-,Drama            ,hindi,tt0155466
6500,Naamcheen,1991,129 min,4.8,10,"Crime, Drama            ",hindi,tt0482240
6501,Risk,III 2009,-,6.1,7,Action            ,bengali,tt5088760
6502,Love,II 2004,165 min,-,-,Romance            ,malayalam,tt10833600
6503,Sapnon Ki Rani,2015,-,-,-,Romance            ,kannada,tt4903392
6504,Nilaavinte Nattil,1986,-,4.6,5,-,malayalam,tt0352641
6505,Vechivunta,2001,150 min,-,-,Romance            ,telugu,tt1575705
6506,QK Dock,2018,-,-,-,Short            ,malayalam,tt11401060
6507,Ganga Jamuna Ki Lalkaar,1991,-,5.3,15,Action            ,hindi,tt1029115
6508,Intlo Srimathi Veedhilo Kumari,2004,-,4.9,20,Romance            ,telugu,tt1579779
6509,Jaago Hua Savera,1987,-,-,-,Drama            ,hindi,tt1425927
6510,Vidyasagar,1952,-,8,13,-,hindi,tt0215335
6511,Damaal Dumeel,2014,118 min,5.3,146,"Comedy, Crime, Drama            ",tamil,tt3557946
6512,Nirjan Dwip,1997,90 min,-,-,Drama            ,bengali,tt7201802
6513,Idi Maa Prema Katha,2017,141 min,6.4,100,Romance            ,telugu,tt7668424
6514,Shandaar,1974,145 min,6.8,29,"Drama, Family            ",hindi,tt0234701
6515,Prathyartha,1999,124 min,7.3,74,Thriller            ,kannada,tt2969590
6516,Swaraaj,2003,90 min,7.2,18,-,hindi,tt0337256
6517,Thuppakki Munai,2018,128 min,6.4,403,"Action, Thriller            ",tamil,tt7852918
6518,Ghost Villa,2016,100 min,2.4,12,Horror            ,malayalam,tt5784452
6519,Aadavari Matalaku Ardhalu Verule,2007,157 min,7.4,"1,094","Comedy, Drama, Romance            ",telugu,tt0907618
6520,Savithri,1933,125 min,-,-,-,telugu,tt0255577
6521,Rajlakshmi O Srikanta,1958,132 min,6.2,41,Family            ,bengali,tt0368192
6522,Watchman,2019,95 min,5.4,268,Thriller            ,tamil,tt9378320
6523,Sedin Dujone,2008,160 min,4.2,6,"Drama, Romance            ",bengali,tt1422749
6524,Kandathum Kadhal Antharangam,2013,120 min,-,-,Drama            ,tamil,tt13358680
6525,Prem Karuya Khullam Khulla,1987,-,7.5,23,-,marathi,tt0215079
6526,Sukhi Pariwar,1979,-,-,-,-,punjabi,tt0214173
6527,Hosh Aur Josh,2021,-,-,-,Drama            ,urdu,tt14413110
6528,Josh,II 2009,159 min,-,-,Drama            ,kannada,tt12958872
6529,Tarzan 303,1970,131 min,3.6,5,Action            ,hindi,tt0158260
6530,Pyar Ke Sapne,2002,-,-,-,Romance            ,hindi,tt3920630
6531,Thug Life,2019,-,-,-,Drama            ,malayalam,tt11423810
6532,Bomma Borusa,1971,-,6.3,7,"Comedy, Drama            ",telugu,tt0154245
6533,Hum Chale Aaye,2018 TV Movie,73 min,6.8,12,"Comedy, Drama, Family            ",urdu,tt9766148
6534,Umrao Jaan,1981,145 min,7.8,971,"Drama, Musical, Romance            ",urdu,tt0083248
6535,Nirontor,2020,102 min,7,139,Drama            ,bengali,tt12527188
6536,Gopal - Krishna,1965,-,-,-,"Adventure, Comedy, Drama            ",hindi,tt2088777
6537,Malan,1942,-,-,-,-,hindi,tt0378313
6538,Meri Jung Ka Elaan,2000,-,4.7,17,Action            ,hindi,tt0481880
6539,Ani Maane,2018,132 min,-,-,Comedy            ,gujarati,tt8832072
6540,Duja Viah,1984,-,-,-,Comedy            ,punjabi,tt0454443
6541,General Bakht Khan,1979,150 min,-,-,"Action, History            ",urdu,tt8551136
6542,Pelli Thambulam,1961,-,-,-,-,telugu,tt0261168
6543,Shyama,1953,126 min,-,-,-,hindi,tt0379505
6544,The Blue Umbrella,2005,90 min,7.5,"1,918","Comedy, Drama, Family            ",hindi,tt0457802
6545,Pretham Undu Sookshikkuka,2017,141 min,6.4,14,"Comedy, Horror            ",malayalam,tt7073516
6546,Love Scope,2020,-,-,-,"Comedy, Mystery, Romance            ",hindi,tt12452544
6547,Little by Little,1995,30 min,-,-,"Documentary, Short            ",nepali,tt4916184
6548,Action Replayy,2010,129 min,4.2,"5,720","Comedy, Romance, Sci-Fi            ",hindi,tt1396208
6549,Onnam Loka Mahayudham,2015,-,4,47,Thriller            ,malayalam,tt4695526
6550,Bhale Ethu Chivaraku Chittu,1970,-,-,-,-,telugu,tt0256649
6551,Ayyappanum Koshiyum Tamil Remake,,-,-,-,"Action, Drama, Thriller            ",tamil,-
6552,Khushi,2001,169 min,8,"4,210","Drama, Romance            ",telugu,tt0258490
6553,Sixteen,II 2013,138 min,6.3,"1,667","Drama, Romance, Thriller            ",hindi,tt2976172
6554,Virumandi,2004,175 min,8.3,"4,953","Action, Drama, Thriller            ",tamil,tt0364647
6555,Raakhandaar,2015,-,-,-,Drama            ,marathi,tt8566390
6556,Antim Tandav,2012,135 min,-,-,Drama            ,bhojpuri,tt11157332
6557,Insect: The Vermin,2017,102 min,-,-,"Drama, Fantasy, Sci-Fi            ",bengali,tt7855940
6558,Dhoka,2017,9 min,-,-,"Short, Thriller            ",nepali,tt8967956
6559,Holi,2010,-,-,-,Drama            ,kannada,tt13723240
6560,3 A.M,2020,8 min,-,-,"Short, Thriller            ",malayalam,tt13521886
6561,Ghalti,2016– ,37 min,-,-,Drama            ,urdu,tt6002532
6562,POV: Point of view,2017,108 min,-,-,"Horror, Thriller            ",hindi,tt7024472
6563,Shikaar,2000,135 min,3.7,26,"Action, Mystery            ",hindi,tt0495893
6564,Anubhavangal Palichakal,1971,133 min,7.8,45,Drama            ,malayalam,tt0214478
6565,Cory in the House: All Star Edition,2007 Video,88 min,9.1,77,"Family, Musical            ",nepali,tt2402070
6566,Namkeen,2005,-,-,-,Thriller            ,hindi,tt4882582
6567,Ayudham,2003,142 min,5.6,12,Drama            ,telugu,tt1579930
6568,Kanni Raasi,1985,-,5.9,22,-,tamil,tt0319645
6569,Rajput,1982,-,6.4,144,"Action, Drama, Romance            ",hindi,tt0155088
6570,Mera Geet,1946,-,-,-,-,hindi,tt0427521
6571,Love Love Love,2017,-,4.9,14,Romance            ,nepali,tt6695734
6572,Parashmoni,1939,-,-,-,Family            ,bengali,tt0396795
6573,Zulm Ka Badla,1985,-,4.9,11,"Action, Crime, Drama            ",hindi,tt0390666
6574,Dua,2015,-,-,-,"Drama, Romance            ",urdu,tt9189580
6575,Nayagan,2008,-,-,-,Drama            ,tamil,tt13578214
6576,Nangi Talwar,1989,-,-,-,Drama            ,punjabi,tt1289616
6577,Ik Sona Ik Mitti,1970,-,-,-,-,punjabi,tt2132350
6578,Run 2,2020,119 min,-,-,Drama            ,kannada,tt11541610
6579,Ave Kallu,1967,163 min,7.1,133,"Musical, Mystery, Thriller            ",telugu,tt0371554
6580,Zulm Hi Zulm,1996,-,-,-,Drama            ,hindi,tt4358192
6581,Muramba,2017,128 min,8,621,"Comedy, Family            ",marathi,tt7155460
6582,Ade Raaga Ade Haadu,1989,159 min,5.6,16,"Horror, Thriller            ",kannada,tt7901698
6583,Yahain Baata Banchnu Chha Ananta,2018 Video,-,-,-,"Short, Drama            ",nepali,tt13838528
6584,Heer Raanjha,1970,142 min,7,188,"Musical, Romance, Drama            ",hindi,tt0148266
6585,Dutta Vs. Dutta,2012,124 min,7,410,Drama            ,bengali,tt2556700
6586,Kariyila Kattu Pole,1986,137 min,7.6,455,"Crime, Mystery, Thriller            ",malayalam,tt0248934
6587,Shaada Kalo Aabcha,2013,151 min,-,-,Thriller            ,bengali,tt9844332
6588,Lateef to laden,2018,92 min,6.6,7,Comedy            ,hindi,tt9725058
6589,Khoulata Khoon,2002,-,-,-,Action            ,hindi,tt4966092
6590,Badnam,1980,-,-,-,-,urdu,tt14230600
6591,"Pitra, Putra Aur Dharamyuddha",1994,120 min,8.7,123,"Documentary, Drama            ",rajastani,tt0110839
6592,Idhe Maa Katha,2021,-,-,-,Adventure            ,telugu,tt13921156
6593,Society,1987,-,-,-,Thriller            ,hindi,tt4814266
6594,"Good Boy, Bad Boy",2007,115 min,3.7,"1,685","Comedy, Musical            ",hindi,tt0489486
